,month,temp_avg,temp_max,temp_min,region,short_description,latitude,longitude,Services voyage (% exports de services),Accès électricité (% pop),Densité de population (hab/km²),Pop. dans grandes agglomérations (%),Accès Internet (% pop),PIB par habitant (USD),Accès eau potable (% pop),Médecins (pour 1000 habitants),Dépenses santé par habitant (USD),Pauvreté < 3$/jour (% pop),Pauvreté seuil national (% pop),Revenu 40% les plus pauvres ($/jour),Revenu moyen par habitant ($/jour),Espérance de vie (années),Population rurale (% total),Population urbaine (% total),Arrivées touristes internationaux (nb),Départs touristes internationaux (nb),Recettes tourisme (USD),Recettes tourisme (% exportations),Recettes voyages touristiques (USD),Dépenses tourisme (USD),city,nature,patrimoine,culture,restaurant,nightlife,loisirs,country
17578,5,16.1,20.0,11.9,europe,"Charming cobblestone streets, lively markets, and the gentle sea breeze create a relaxed yet vibrant atmosphere perfect for unwinding and exploring.",46.4843023,30.7322878,5.16202867124443,100.0,65.1239834311357,14.431878377761,82.3755,5139.59814453125,93.517329658926,3.531,369.90487671,0.0,23.2,9.46,15.57,73.422,30.5245544972394,69.4754455027606,3382000.0,11251000.0,687000000.0,1.1316652115901,374000000.0,4823000000.0,Odessa,0.19,0.68,0.49,0.34,0.29,0.69,ukraine
17600,6,22.0,26.7,17.6,europe,"Charming cobblestone streets, lively markets, and the gentle sea breeze create a relaxed yet vibrant atmosphere perfect for unwinding and exploring.",46.4843023,30.7322878,5.16202867124443,100.0,65.1239834311357,14.431878377761,82.3755,5139.59814453125,93.517329658926,3.531,369.90487671,0.0,23.2,9.46,15.57,73.422,30.5245544972394,69.4754455027606,3382000.0,11251000.0,687000000.0,1.1316652115901,374000000.0,4823000000.0,Odessa,0.19,0.68,0.49,0.34,0.29,0.69,ukraine
17622,7,24.2,29.4,19.5,europe,"Charming cobblestone streets, lively markets, and the gentle sea breeze create a relaxed yet vibrant atmosphere perfect for unwinding and exploring.",46.4843023,30.7322878,5.16202867124443,100.0,65.1239834311357,14.431878377761,82.3755,5139.59814453125,93.517329658926,3.531,369.90487671,0.0,23.2,9.46,15.57,73.422,30.5245544972394,69.4754455027606,3382000.0,11251000.0,687000000.0,1.1316652115901,374000000.0,4823000000.0,Odessa,0.19,0.68,0.49,0.34,0.29,0.69,ukraine
17644,8,24.5,29.5,19.6,europe,"Charming cobblestone streets, lively markets, and the gentle sea breeze create a relaxed yet vibrant atmosphere perfect for unwinding and exploring.",46.4843023,30.7322878,5.16202867124443,100.0,65.1239834311357,14.431878377761,82.3755,5139.59814453125,93.517329658926,3.531,369.90487671,0.0,23.2,9.46,15.57,73.422,30.5245544972394,69.4754455027606,3382000.0,11251000.0,687000000.0,1.1316652115901,374000000.0,4823000000.0,Odessa,0.19,0.68,0.49,0.34,0.29,0.69,ukraine
17666,9,19.3,23.9,14.9,europe,"Charming cobblestone streets, lively markets, and the gentle sea breeze create a relaxed yet vibrant atmosphere perfect for unwinding and exploring.",46.4843023,30.7322878,5.16202867124443,100.0,65.1239834311357,14.431878377761,82.3755,5139.59814453125,93.517329658926,3.531,369.90487671,0.0,23.2,9.46,15.57,73.422,30.5245544972394,69.4754455027606,3382000.0,11251000.0,687000000.0,1.1316652115901,374000000.0,4823000000.0,Odessa,0.19,0.68,0.49,0.34,0.29,0.69,ukraine
17688,1,-8.6,-4.3,-13.1,north_america,"Charming streets lined with historic architecture meet lush green parks, offering a peaceful yet vibrant atmosphere perfect for leisurely exploration.",45.4208777,-75.6901106,29.408234935715,100.0,4.56079784268436,44.8021259828612,93.9564,54220.3285039875,98.2905039744417,2.819,6186.65234375,0.2,22.95,40.8,77.73,81.6465853658537,17.4749435591654,82.5250564408346,32430000.0,37845898.4375,19994000000.0,3.65670128143171,11256000000.0,41247000000.0,Ottawa,2.07,0.9,0.61,0.92,0.4,4.06,canada
17710,10,9.4,14.2,4.3,north_america,"Charming streets lined with historic architecture meet lush green parks, offering a peaceful yet vibrant atmosphere perfect for leisurely exploration.",45.4208777,-75.6901106,29.408234935715,100.0,4.56079784268436,44.8021259828612,93.9564,54220.3285039875,98.2905039744417,2.819,6186.65234375,0.2,22.95,40.8,77.73,81.6465853658537,17.4749435591654,82.5250564408346,32430000.0,37845898.4375,19994000000.0,3.65670128143171,11256000000.0,41247000000.0,Ottawa,2.07,0.9,0.61,0.92,0.4,4.06,canada
17732,11,1.9,6.1,-2.3,north_america,"Charming streets lined with historic architecture meet lush green parks, offering a peaceful yet vibrant atmosphere perfect for leisurely exploration.",45.4208777,-75.6901106,29.408234935715,100.0,4.56079784268436,44.8021259828612,93.9564,54220.3285039875,98.2905039744417,2.819,6186.65234375,0.2,22.95,40.8,77.73,81.6465853658537,17.4749435591654,82.5250564408346,32430000.0,37845898.4375,19994000000.0,3.65670128143171,11256000000.0,41247000000.0,Ottawa,2.07,0.9,0.61,0.92,0.4,4.06,canada
17754,12,-4.0,-0.4,-7.5,north_america,"Charming streets lined with historic architecture meet lush green parks, offering a peaceful yet vibrant atmosphere perfect for leisurely exploration.",45.4208777,-75.6901106,29.408234935715,100.0,4.56079784268436,44.8021259828612,93.9564,54220.3285039875,98.2905039744417,2.819,6186.65234375,0.2,22.95,40.8,77.73,81.6465853658537,17.4749435591654,82.5250564408346,32430000.0,37845898.4375,19994000000.0,3.65670128143171,11256000000.0,41247000000.0,Ottawa,2.07,0.9,0.61,0.92,0.4,4.06,canada
17776,2,-8.0,-2.9,-13.3,north_america,"Charming streets lined with historic architecture meet lush green parks, offering a peaceful yet vibrant atmosphere perfect for leisurely exploration.",45.4208777,-75.6901106,29.408234935715,100.0,4.56079784268436,44.8021259828612,93.9564,54220.3285039875,98.2905039744417,2.819,6186.65234375,0.2,22.95,40.8,77.73,81.6465853658537,17.4749435591654,82.5250564408346,32430000.0,37845898.4375,19994000000.0,3.65670128143171,11256000000.0,41247000000.0,Ottawa,2.07,0.9,0.61,0.92,0.4,4.06,canada
17798,3,-1.8,2.8,-6.6,north_america,"Charming streets lined with historic architecture meet lush green parks, offering a peaceful yet vibrant atmosphere perfect for leisurely exploration.",45.4208777,-75.6901106,29.408234935715,100.0,4.56079784268436,44.8021259828612,93.9564,54220.3285039875,98.2905039744417,2.819,6186.65234375,0.2,22.95,40.8,77.73,81.6465853658537,17.4749435591654,82.5250564408346,32430000.0,37845898.4375,19994000000.0,3.65670128143171,11256000000.0,41247000000.0,Ottawa,2.07,0.9,0.61,0.92,0.4,4.06,canada
17820,4,6.0,11.2,0.8,north_america,"Charming streets lined with historic architecture meet lush green parks, offering a peaceful yet vibrant atmosphere perfect for leisurely exploration.",45.4208777,-75.6901106,29.408234935715,100.0,4.56079784268436,44.8021259828612,93.9564,54220.3285039875,98.2905039744417,2.819,6186.65234375,0.2,22.95,40.8,77.73,81.6465853658537,17.4749435591654,82.5250564408346,32430000.0,37845898.4375,19994000000.0,3.65670128143171,11256000000.0,41247000000.0,Ottawa,2.07,0.9,0.61,0.92,0.4,4.06,canada
17842,5,14.0,20.1,8.2,north_america,"Charming streets lined with historic architecture meet lush green parks, offering a peaceful yet vibrant atmosphere perfect for leisurely exploration.",45.4208777,-75.6901106,29.408234935715,100.0,4.56079784268436,44.8021259828612,93.9564,54220.3285039875,98.2905039744417,2.819,6186.65234375,0.2,22.95,40.8,77.73,81.6465853658537,17.4749435591654,82.5250564408346,32430000.0,37845898.4375,19994000000.0,3.65670128143171,11256000000.0,41247000000.0,Ottawa,2.07,0.9,0.61,0.92,0.4,4.06,canada
17864,6,18.7,24.2,13.1,north_america,"Charming streets lined with historic architecture meet lush green parks, offering a peaceful yet vibrant atmosphere perfect for leisurely exploration.",45.4208777,-75.6901106,29.408234935715,100.0,4.56079784268436,44.8021259828612,93.9564,54220.3285039875,98.2905039744417,2.819,6186.65234375,0.2,22.95,40.8,77.73,81.6465853658537,17.4749435591654,82.5250564408346,32430000.0,37845898.4375,19994000000.0,3.65670128143171,11256000000.0,41247000000.0,Ottawa,2.07,0.9,0.61,0.92,0.4,4.06,canada
17886,7,21.8,27.5,16.0,north_america,"Charming streets lined with historic architecture meet lush green parks, offering a peaceful yet vibrant atmosphere perfect for leisurely exploration.",45.4208777,-75.6901106,29.408234935715,100.0,4.56079784268436,44.8021259828612,93.9564,54220.3285039875,98.2905039744417,2.819,6186.65234375,0.2,22.95,40.8,77.73,81.6465853658537,17.4749435591654,82.5250564408346,32430000.0,37845898.4375,19994000000.0,3.65670128143171,11256000000.0,41247000000.0,Ottawa,2.07,0.9,0.61,0.92,0.4,4.06,canada
17908,8,20.4,25.7,14.8,north_america,"Charming streets lined with historic architecture meet lush green parks, offering a peaceful yet vibrant atmosphere perfect for leisurely exploration.",45.4208777,-75.6901106,29.408234935715,100.0,4.56079784268436,44.8021259828612,93.9564,54220.3285039875,98.2905039744417,2.819,6186.65234375,0.2,22.95,40.8,77.73,81.6465853658537,17.4749435591654,82.5250564408346,32430000.0,37845898.4375,19994000000.0,3.65670128143171,11256000000.0,41247000000.0,Ottawa,2.07,0.9,0.61,0.92,0.4,4.06,canada
17930,9,16.4,22.2,10.6,north_america,"Charming streets lined with historic architecture meet lush green parks, offering a peaceful yet vibrant atmosphere perfect for leisurely exploration.",45.4208777,-75.6901106,29.408234935715,100.0,4.56079784268436,44.8021259828612,93.9564,54220.3285039875,98.2905039744417,2.819,6186.65234375,0.2,22.95,40.8,77.73,81.6465853658537,17.4749435591654,82.5250564408346,32430000.0,37845898.4375,19994000000.0,3.65670128143171,11256000000.0,41247000000.0,Ottawa,2.07,0.9,0.61,0.92,0.4,4.06,canada
17952,1,26.9,28.0,26.2,asia,"Crystal-clear waters, lush green landscapes, and vibrant marine life create a serene escape where relaxation and adventure blend seamlessly.",11.0798978,120.93734215474105,18.8662543546901,98.0,385.321122178623,14.4628040656099,83.7661,3804.08274131097,95.465506033898,0.792,194.05484009,5.3,15.5,4.37,9.93,69.833,44.8757283831149,55.1242716168851,1483000.0,1483000.0,2769000000.0,3.45979194990587,2010000000.0,4872000000.0,Palawan,0.64,0.67,0.08,0.16,0.16,0.8,philippines
17974,10,28.0,29.8,26.3,asia,"Crystal-clear waters, lush green landscapes, and vibrant marine life create a serene escape where relaxation and adventure blend seamlessly.",11.0798978,120.93734215474105,18.8662543546901,98.0,385.321122178623,14.4628040656099,83.7661,3804.08274131097,95.465506033898,0.792,194.05484009,5.3,15.5,4.37,9.93,69.833,44.8757283831149,55.1242716168851,1483000.0,1483000.0,2769000000.0,3.45979194990587,2010000000.0,4872000000.0,Palawan,0.64,0.67,0.08,0.16,0.16,0.8,philippines
17996,11,28.3,30.0,27.0,asia,"Crystal-clear waters, lush green landscapes, and vibrant marine life create a serene escape where relaxation and adventure blend seamlessly.",11.0798978,120.93734215474105,18.8662543546901,98.0,385.321122178623,14.4628040656099,83.7661,3804.08274131097,95.465506033898,0.792,194.05484009,5.3,15.5,4.37,9.93,69.833,44.8757283831149,55.1242716168851,1483000.0,1483000.0,2769000000.0,3.45979194990587,2010000000.0,4872000000.0,Palawan,0.64,0.67,0.08,0.16,0.16,0.8,philippines
18018,12,27.6,28.6,26.8,asia,"Crystal-clear waters, lush green landscapes, and vibrant marine life create a serene escape where relaxation and adventure blend seamlessly.",11.0798978,120.93734215474105,18.8662543546901,98.0,385.321122178623,14.4628040656099,83.7661,3804.08274131097,95.465506033898,0.792,194.05484009,5.3,15.5,4.37,9.93,69.833,44.8757283831149,55.1242716168851,1483000.0,1483000.0,2769000000.0,3.45979194990587,2010000000.0,4872000000.0,Palawan,0.64,0.67,0.08,0.16,0.16,0.8,philippines
18040,2,26.7,28.3,26.0,asia,"Crystal-clear waters, lush green landscapes, and vibrant marine life create a serene escape where relaxation and adventure blend seamlessly.",11.0798978,120.93734215474105,18.8662543546901,98.0,385.321122178623,14.4628040656099,83.7661,3804.08274131097,95.465506033898,0.792,194.05484009,5.3,15.5,4.37,9.93,69.833,44.8757283831149,55.1242716168851,1483000.0,1483000.0,2769000000.0,3.45979194990587,2010000000.0,4872000000.0,Palawan,0.64,0.67,0.08,0.16,0.16,0.8,philippines
18062,3,27.2,29.2,26.4,asia,"Crystal-clear waters, lush green landscapes, and vibrant marine life create a serene escape where relaxation and adventure blend seamlessly.",11.0798978,120.93734215474105,18.8662543546901,98.0,385.321122178623,14.4628040656099,83.7661,3804.08274131097,95.465506033898,0.792,194.05484009,5.3,15.5,4.37,9.93,69.833,44.8757283831149,55.1242716168851,1483000.0,1483000.0,2769000000.0,3.45979194990587,2010000000.0,4872000000.0,Palawan,0.64,0.67,0.08,0.16,0.16,0.8,philippines
18084,4,28.3,30.2,27.2,asia,"Crystal-clear waters, lush green landscapes, and vibrant marine life create a serene escape where relaxation and adventure blend seamlessly.",11.0798978,120.93734215474105,18.8662543546901,98.0,385.321122178623,14.4628040656099,83.7661,3804.08274131097,95.465506033898,0.792,194.05484009,5.3,15.5,4.37,9.93,69.833,44.8757283831149,55.1242716168851,1483000.0,1483000.0,2769000000.0,3.45979194990587,2010000000.0,4872000000.0,Palawan,0.64,0.67,0.08,0.16,0.16,0.8,philippines
18106,5,29.0,31.5,27.1,asia,"Crystal-clear waters, lush green landscapes, and vibrant marine life create a serene escape where relaxation and adventure blend seamlessly.",11.0798978,120.93734215474105,18.8662543546901,98.0,385.321122178623,14.4628040656099,83.7661,3804.08274131097,95.465506033898,0.792,194.05484009,5.3,15.5,4.37,9.93,69.833,44.8757283831149,55.1242716168851,1483000.0,1483000.0,2769000000.0,3.45979194990587,2010000000.0,4872000000.0,Palawan,0.64,0.67,0.08,0.16,0.16,0.8,philippines
18128,6,28.2,30.4,26.4,asia,"Crystal-clear waters, lush green landscapes, and vibrant marine life create a serene escape where relaxation and adventure blend seamlessly.",11.0798978,120.93734215474105,18.8662543546901,98.0,385.321122178623,14.4628040656099,83.7661,3804.08274131097,95.465506033898,0.792,194.05484009,5.3,15.5,4.37,9.93,69.833,44.8757283831149,55.1242716168851,1483000.0,1483000.0,2769000000.0,3.45979194990587,2010000000.0,4872000000.0,Palawan,0.64,0.67,0.08,0.16,0.16,0.8,philippines
18150,7,27.8,30.2,26.2,asia,"Crystal-clear waters, lush green landscapes, and vibrant marine life create a serene escape where relaxation and adventure blend seamlessly.",11.0798978,120.93734215474105,18.8662543546901,98.0,385.321122178623,14.4628040656099,83.7661,3804.08274131097,95.465506033898,0.792,194.05484009,5.3,15.5,4.37,9.93,69.833,44.8757283831149,55.1242716168851,1483000.0,1483000.0,2769000000.0,3.45979194990587,2010000000.0,4872000000.0,Palawan,0.64,0.67,0.08,0.16,0.16,0.8,philippines
18172,8,27.8,29.4,26.1,asia,"Crystal-clear waters, lush green landscapes, and vibrant marine life create a serene escape where relaxation and adventure blend seamlessly.",11.0798978,120.93734215474105,18.8662543546901,98.0,385.321122178623,14.4628040656099,83.7661,3804.08274131097,95.465506033898,0.792,194.05484009,5.3,15.5,4.37,9.93,69.833,44.8757283831149,55.1242716168851,1483000.0,1483000.0,2769000000.0,3.45979194990587,2010000000.0,4872000000.0,Palawan,0.64,0.67,0.08,0.16,0.16,0.8,philippines
18194,9,27.6,29.4,26.0,asia,"Crystal-clear waters, lush green landscapes, and vibrant marine life create a serene escape where relaxation and adventure blend seamlessly.",11.0798978,120.93734215474105,18.8662543546901,98.0,385.321122178623,14.4628040656099,83.7661,3804.08274131097,95.465506033898,0.792,194.05484009,5.3,15.5,4.37,9.93,69.833,44.8757283831149,55.1242716168851,1483000.0,1483000.0,2769000000.0,3.45979194990587,2010000000.0,4872000000.0,Palawan,0.64,0.67,0.08,0.16,0.16,0.8,philippines
18216,1,26.1,30.2,23.1,south_america,"Lush greenery, colonial architecture, and vibrant street markets create a lively atmosphere where tropical warmth meets cultural diversity.",5.82417645,-55.16628130970069,16.8872409793815,99.6,3.91810706046897,19.5003943309627,78.3958,5521.97602122638,97.9952348294942,1.355,297.04589844,2.2,17.6,4.635,10.84,73.631,34.2437591552734,65.7562408447266,279000.0,1070000.0,19000000.0,0.776653253267587,15000000.0,64000000.0,Paramaribo,0.01,0.06,0.02,0.04,0.05,0.03,suriname
18238,10,28.1,33.7,24.4,south_america,"Lush greenery, colonial architecture, and vibrant street markets create a lively atmosphere where tropical warmth meets cultural diversity.",5.82417645,-55.16628130970069,16.8872409793815,99.6,3.91810706046897,19.5003943309627,78.3958,5521.97602122638,97.9952348294942,1.355,297.04589844,2.2,17.6,4.635,10.84,73.631,34.2437591552734,65.7562408447266,279000.0,1070000.0,19000000.0,0.776653253267587,15000000.0,64000000.0,Paramaribo,0.01,0.06,0.02,0.04,0.05,0.03,suriname
18260,11,27.3,32.5,23.8,south_america,"Lush greenery, colonial architecture, and vibrant street markets create a lively atmosphere where tropical warmth meets cultural diversity.",5.82417645,-55.16628130970069,16.8872409793815,99.6,3.91810706046897,19.5003943309627,78.3958,5521.97602122638,97.9952348294942,1.355,297.04589844,2.2,17.6,4.635,10.84,73.631,34.2437591552734,65.7562408447266,279000.0,1070000.0,19000000.0,0.776653253267587,15000000.0,64000000.0,Paramaribo,0.01,0.06,0.02,0.04,0.05,0.03,suriname
18282,12,26.5,30.7,23.3,south_america,"Lush greenery, colonial architecture, and vibrant street markets create a lively atmosphere where tropical warmth meets cultural diversity.",5.82417645,-55.16628130970069,16.8872409793815,99.6,3.91810706046897,19.5003943309627,78.3958,5521.97602122638,97.9952348294942,1.355,297.04589844,2.2,17.6,4.635,10.84,73.631,34.2437591552734,65.7562408447266,279000.0,1070000.0,19000000.0,0.776653253267587,15000000.0,64000000.0,Paramaribo,0.01,0.06,0.02,0.04,0.05,0.03,suriname
18304,2,26.4,30.4,23.3,south_america,"Lush greenery, colonial architecture, and vibrant street markets create a lively atmosphere where tropical warmth meets cultural diversity.",5.82417645,-55.16628130970069,16.8872409793815,99.6,3.91810706046897,19.5003943309627,78.3958,5521.97602122638,97.9952348294942,1.355,297.04589844,2.2,17.6,4.635,10.84,73.631,34.2437591552734,65.7562408447266,279000.0,1070000.0,19000000.0,0.776653253267587,15000000.0,64000000.0,Paramaribo,0.01,0.06,0.02,0.04,0.05,0.03,suriname
18326,3,26.8,31.0,23.6,south_america,"Lush greenery, colonial architecture, and vibrant street markets create a lively atmosphere where tropical warmth meets cultural diversity.",5.82417645,-55.16628130970069,16.8872409793815,99.6,3.91810706046897,19.5003943309627,78.3958,5521.97602122638,97.9952348294942,1.355,297.04589844,2.2,17.6,4.635,10.84,73.631,34.2437591552734,65.7562408447266,279000.0,1070000.0,19000000.0,0.776653253267587,15000000.0,64000000.0,Paramaribo,0.01,0.06,0.02,0.04,0.05,0.03,suriname
18348,4,26.7,30.8,23.7,south_america,"Lush greenery, colonial architecture, and vibrant street markets create a lively atmosphere where tropical warmth meets cultural diversity.",5.82417645,-55.16628130970069,16.8872409793815,99.6,3.91810706046897,19.5003943309627,78.3958,5521.97602122638,97.9952348294942,1.355,297.04589844,2.2,17.6,4.635,10.84,73.631,34.2437591552734,65.7562408447266,279000.0,1070000.0,19000000.0,0.776653253267587,15000000.0,64000000.0,Paramaribo,0.01,0.06,0.02,0.04,0.05,0.03,suriname
